year,month,district,temperature,humidity,rainfall_mm,wind_speed,condition
2022,9,Sindhudurg,24,82,357,9,Rain
2022,9,Solapur,27,48,110,2,Rain
2022,9,Thane,38,60,263,6,Rain
2022,9,Wardha,31,51,291,2,Rain
2022,9,Washim,32,59,152,4,Rain
2022,9,Yavatmal,24,73,216,12,Rain
2022,10,Ahmednagar,30,80,19,10,Cloudy
2022,10,Akola,22,79,15,8,Cloudy
2022,10,Amravati,32,48,16,2,Cloudy
2022,10,Aurangabad,38,61,6,9,Cloudy
2022,10,Beed,25,57,14,5,Cloudy
2022,10,Bhandara,35,63,11,5,Cloudy
2022,10,Buldhana,21,46,0,12,Cloudy
2022,10,Chandrapur,34,94,16,10,Cloudy
2022,10,Dhule,26,68,1,12,Cloudy
2022,10,Gadchiroli,37,71,18,3,Cloudy
2022,10,Gondia,38,88,18,2,Cloudy
2022,10,Hingoli,26,58,19,2,Cloudy
2022,10,Jalgaon,23,73,3,11,Cloudy
2022,10,Jalna,35,84,9,2,Cloudy
2022,10,Kolhapur,23,88,6,7,Cloudy
2022,10,Latur,24,81,10,10,Cloudy
2022,10,Mumbai City,31,43,19,6,Cloudy
2022,10,Mumbai Suburban,24,80,10,11,Cloudy
2022,10,Nagpur,34,49,7,9,Cloudy
2022,10,Nanded,28,89,0,10,Cloudy
2022,10,Nandurbar,31,87,15,11,Cloudy
2022,10,Nashik,25,92,5,9,Cloudy
2022,10,Osmanabad,21,87,15,12,Cloudy
2022,10,Palghar,36,78,6,7,Cloudy
2022,10,Parbhani,32,57,11,5,Cloudy
2022,10,Pune,26,66,10,8,Cloudy
2022,10,Raigad,23,90,19,5,Cloudy
2022,10,Ratnagiri,34,80,10,3,Cloudy
2022,10,Sangli,29,47,15,4,Cloudy
2022,10,Satara,36,51,18,12,Cloudy
2022,10,Sindhudurg,35,49,0,7,Cloudy
2022,10,Solapur,38,72,1,9,Cloudy
2022,10,Thane,31,79,14,9,Cloudy
2022,10,Wardha,24,48,2,4,Cloudy
2022,10,Washim,24,95,19,6,Cloudy
2022,10,Yavatmal,29,65,2,10,Cloudy
2022,11,Ahmednagar,23,41,0,4,Cloudy
2022,11,Akola,22,85,17,5,Cloudy
2022,11,Amravati,25,68,14,8,Cloudy
2022,11,Aurangabad,22,45,20,3,Cloudy
2022,11,Beed,20,56,19,5,Cloudy
2022,11,Bhandara,30,66,20,5,Cloudy
2022,11,Buldhana,25,67,16,11,Cloudy
2022,11,Chandrapur,21,93,9,9,Cloudy
2022,11,Dhule,22,50,16,2,Cloudy
2022,11,Gadchiroli,20,46,20,12,Cloudy
2022,11,Gondia,29,90,3,11,Cloudy
2022,11,Hingoli,21,69,18,10,Cloudy
2022,11,Jalgaon,29,87,10,2,Cloudy
2022,11,Jalna,25,40,17,10,Cloudy
2022,11,Kolhapur,37,63,2,2,Cloudy
2022,11,Latur,30,52,1,2,Cloudy
2022,11,Mumbai City,20,81,11,11,Cloudy
2022,11,Mumbai Suburban,29,66,2,10,Cloudy
2022,11,Nagpur,20,49,16,8,Cloudy
2022,11,Nanded,34,55,16,10,Cloudy
2022,11,Nandurbar,20,52,18,11,Cloudy
2022,11,Nashik,29,59,8,11,Cloudy
2022,11,Osmanabad,20,44,12,10,Cloudy
2022,11,Palghar,21,58,9,5,Cloudy
2022,11,Parbhani,33,66,3,8,Cloudy
2022,11,Pune,30,69,20,7,Cloudy
2022,11,Raigad,21,72,4,11,Cloudy
2022,11,Ratnagiri,20,63,7,7,Cloudy
2022,11,Sangli,21,72,11,11,Cloudy
2022,11,Satara,33,80,9,8,Cloudy
2022,11,Sindhudurg,31,56,8,10,Cloudy
2022,11,Solapur,38,41,17,10,Cloudy
2022,11,Thane,25,87,6,2,Cloudy
2022,11,Wardha,24,91,20,12,Cloudy
2022,11,Washim,26,85,14,8,Cloudy
2022,11,Yavatmal,34,93,7,11,Cloudy
2022,12,Ahmednagar,29,53,4,2,Cloudy
2022,12,Akola,32,55,4,4,Cloudy
2022,12,Amravati,33,66,17,12,Cloudy
2022,12,Aurangabad,35,44,11,6,Cloudy
2022,12,Beed,36,46,6,9,Cloudy
2022,12,Bhandara,23,40,16,10,Cloudy
2022,12,Buldhana,21,49,20,9,Cloudy
2022,12,Chandrapur,26,45,7,9,Cloudy
2022,12,Dhule,36,73,14,4,Cloudy
2022,12,Gadchiroli,35,47,19,6,Cloudy
2022,12,Gondia,24,58,0,7,Cloudy
2022,12,Hingoli,24,54,4,12,Cloudy
2022,12,Jalgaon,26,95,2,5,Cloudy
2022,12,Jalna,35,85,7,6,Cloudy
2022,12,Kolhapur,20,51,0,3,Cloudy
2022,12,Latur,31,55,15,4,Cloudy
2022,12,Mumbai City,28,43,0,10,Cloudy
2022,12,Mumbai Suburban,33,54,6,8,Cloudy
2022,12,Nagpur,26,86,2,6,Cloudy
2022,12,Nanded,24,56,20,12,Cloudy
2022,12,Nandurbar,29,70,9,8,Cloudy
2022,12,Nashik,36,81,13,7,Cloudy
2022,12,Osmanabad,37,75,1,7,Cloudy
2022,12,Palghar,38,53,4,7,Cloudy
2022,12,Parbhani,33,42,11,10,Cloudy
2022,12,Pune,34,69,16,8,Cloudy
2022,12,Raigad,24,87,3,7,Cloudy
2022,12,Ratnagiri,30,92,5,2,Cloudy
2022,12,Sangli,31,84,14,6,Cloudy
2022,12,Satara,29,63,9,2,Cloudy
2022,12,Sindhudurg,22,62,18,5,Cloudy
2022,12,Solapur,28,45,6,3,Cloudy
2022,12,Thane,29,65,3,8,Cloudy
2022,12,Wardha,32,89,6,3,Cloudy
2022,12,Washim,30,71,1,2,Cloudy
2022,12,Yavatmal,38,48,13,5,Cloudy
2023,1,Ahmednagar,29,74,11,6,Cloudy
2023,1,Akola,23,56,15,8,Cloudy
2023,1,Amravati,29,60,1,9,Cloudy
2023,1,Aurangabad,32,60,10,9,Cloudy
2023,1,Beed,24,52,16,11,Cloudy
2023,1,Bhandara,37,45,18,4,Cloudy
2023,1,Buldhana,36,92,7,12,Cloudy
2023,1,Chandrapur,23,90,13,11,Cloudy
2023,1,Dhule,36,60,14,9,Cloudy
2023,1,Gadchiroli,28,56,4,3,Cloudy
2023,1,Gondia,34,72,9,7,Cloudy
2023,1,Hingoli,32,63,1,10,Cloudy
2023,1,Jalgaon,38,61,11,10,Cloudy
2023,1,Jalna,31,72,18,4,Cloudy
2023,1,Kolhapur,30,78,8,4,Cloudy
2023,1,Latur,30,55,16,6,Cloudy
2023,1,Mumbai City,37,69,8,7,Cloudy
2023,1,Mumbai Suburban,34,79,19,9,Cloudy
2023,1,Nagpur,38,67,5,7,Cloudy
2023,1,Nanded,25,43,7,12,Cloudy
2023,1,Nandurbar,24,66,5,6,Cloudy
2023,1,Nashik,24,61,7,4,Cloudy
2023,1,Osmanabad,38,71,20,11,Cloudy
2023,1,Palghar,36,42,20,11,Cloudy
2023,1,Parbhani,23,71,14,3,Cloudy
2023,1,Pune,30,46,13,10,Cloudy
2023,1,Raigad,36,63,1,4,Cloudy
2023,1,Ratnagiri,27,81,19,5,Cloudy
2023,1,Sangli,28,70,6,11,Cloudy
2023,1,Satara,35,72,14,10,Cloudy
2023,1,Sindhudurg,37,83,5,11,Cloudy
2023,1,Solapur,26,41,3,5,Cloudy
2023,1,Thane,29,85,9,9,Cloudy
2023,1,Wardha,26,91,18,9,Cloudy
2023,1,Washim,28,73,0,2,Cloudy
2023,1,Yavatmal,30,94,4,9,Cloudy
2023,2,Ahmednagar,33,79,6,8,Cloudy
2023,2,Akola,26,61,20,3,Cloudy
2023,2,Amravati,36,95,10,9,Cloudy
2023,2,Aurangabad,34,42,11,3,Cloudy
2023,2,Beed,26,41,0,7,Cloudy
2023,2,Bhandara,38,48,19,11,Cloudy
2023,2,Buldhana,27,71,19,8,Cloudy
2023,2,Chandrapur,25,57,13,6,Cloudy
2023,2,Dhule,31,76,8,8,Cloudy
2023,2,Gadchiroli,35,61,13,8,Cloudy
2023,2,Gondia,36,52,6,8,Cloudy
2023,2,Hingoli,21,74,1,7,Cloudy
2023,2,Jalgaon,26,73,20,12,Cloudy
2023,2,Jalna,35,67,19,12,Cloudy
2023,2,Kolhapur,30,41,10,2,Cloudy
2023,2,Latur,34,86,9,3,Cloudy
2023,2,Mumbai City,23,70,20,2,Cloudy
2023,2,Mumbai Suburban,31,86,0,3,Cloudy
2023,2,Nagpur,32,42,8,6,Cloudy
2023,2,Nanded,33,67,18,8,Cloudy
2023,2,Nandurbar,26,45,0,7,Cloudy
2023,2,Nashik,25,41,7,5,Cloudy
2023,2,Osmanabad,25,51,15,6,Cloudy
2023,2,Palghar,32,49,1,3,Cloudy
2023,2,Parbhani,27,75,18,6,Cloudy
2023,2,Pune,29,53,9,6,Cloudy
2023,2,Raigad,33,69,3,3,Cloudy
2023,2,Ratnagiri,36,95,17,4,Cloudy
2023,2,Sangli,21,41,0,11,Cloudy
2023,2,Satara,36,88,14,11,Cloudy
2023,2,Sindhudurg,20,66,10,2,Cloudy
2023,2,Solapur,27,73,6,8,Cloudy
2023,2,Thane,32,66,4,2,Cloudy
2023,2,Wardha,38,63,3,5,Cloudy
2023,2,Washim,36,70,7,6,Cloudy
2023,2,Yavatmal,20,41,2,9,Cloudy
2023,3,Ahmednagar,31,59,3,3,Hot
2023,3,Akola,29,78,6,3,Hot
2023,3,Amravati,38,68,9,3,Hot
2023,3,Aurangabad,36,54,6,8,Hot
2023,3,Beed,20,55,3,8,Hot
2023,3,Bhandara,32,41,7,7,Hot
2023,3,Buldhana,34,45,10,12,Hot
2023,3,Chandrapur,33,74,5,2,Hot
2023,3,Dhule,29,44,3,12,Hot
2023,3,Gadchiroli,25,44,3,8,Hot
2023,3,Gondia,27,65,7,3,Hot
2023,3,Hingoli,35,56,2,11,Hot
2023,3,Jalgaon,27,40,6,11,Hot
2023,3,Jalna,38,46,10,2,Hot
2023,3,Kolhapur,26,93,0,10,Hot
2023,3,Latur,28,47,1,9,Hot
2023,3,Mumbai City,31,63,7,6,Hot
2023,3,Mumbai Suburban,33,88,7,5,Hot
2023,3,Nagpur,38,59,9,10,Hot
2023,3,Nanded,36,78,1,5,Hot
2023,3,Nandurbar,24,78,6,6,Hot
2023,3,Nashik,36,82,10,7,Hot
2023,3,Osmanabad,38,89,4,6,Hot
2023,3,Palghar,24,50,4,11,Hot
2023,3,Parbhani,29,81,3,8,Hot
2023,3,Pune,21,50,6,9,Hot
2023,3,Raigad,38,52,4,10,Hot
2023,3,Ratnagiri,31,50,9,3,Hot
2023,3,Sangli,38,81,7,2,Hot
2023,3,Satara,37,92,7,12,Hot
2023,3,Sindhudurg,38,70,4,10,Hot
2023,3,Solapur,29,61,0,7,Hot
2023,3,Thane,28,84,0,11,Hot
2023,3,Wardha,27,45,9,8,Hot
2023,3,Washim,33,66,6,8,Hot
2023,3,Yavatmal,34,72,10,8,Hot
2023,4,Ahmednagar,22,77,2,12,Hot
2023,4,Akola,38,68,8,6,Hot
2023,4,Amravati,27,57,7,6,Hot
2023,4,Aurangabad,37,57,6,3,Hot
2023,4,Beed,20,88,1,4,Hot
2023,4,Bhandara,32,88,8,3,Hot
2023,4,Buldhana,31,82,10,3,Hot
2023,4,Chandrapur,36,68,5,12,Hot
2023,4,Dhule,23,76,2,12,Hot
2023,4,Gadchiroli,27,55,4,7,Hot
2023,4,Gondia,30,90,2,9,Hot
2023,4,Hingoli,29,42,0,12,Hot
2023,4,Jalgaon,26,71,8,4,Hot
2023,4,Jalna,28,43,5,6,Hot
2023,4,Kolhapur,30,87,4,8,Hot
2023,4,Latur,37,67,6,10,Hot
2023,4,Mumbai City,24,77,5,10,Hot
2023,4,Mumbai Suburban,30,72,1,8,Hot
2023,4,Nagpur,38,76,9,2,Hot
2023,4,Nanded,27,59,9,11,Hot
2023,4,Nandurbar,32,78,6,8,Hot
2023,4,Nashik,27,82,0,6,Hot
2023,4,Osmanabad,22,48,5,6,Hot
2023,4,Palghar,20,61,9,3,Hot
2023,4,Parbhani,27,52,4,10,Hot
2023,4,Pune,23,55,4,2,Hot
2023,4,Raigad,25,89,7,6,Hot
2023,4,Ratnagiri,23,75,7,2,Hot
2023,4,Sangli,21,46,5,7,Hot
2023,4,Satara,36,84,3,2,Hot
2023,4,Sindhudurg,37,58,7,4,Hot
2023,4,Solapur,34,46,8,8,Hot
2023,4,Thane,32,46,8,10,Hot
2023,4,Wardha,28,82,3,4,Hot
2023,4,Washim,24,56,4,8,Hot
2023,4,Yavatmal,23,53,9,10,Hot
2023,5,Ahmednagar,37,43,9,4,Hot
2023,5,Akola,26,84,5,7,Hot
2023,5,Amravati,30,41,2,6,Hot
2023,5,Aurangabad,20,69,6,7,Hot
2023,5,Beed,30,64,9,3,Hot
2023,5,Bhandara,30,78,3,8,Hot
2023,5,Buldhana,20,83,8,3,Hot
2023,5,Chandrapur,27,67,2,5,Hot
2023,5,Dhule,31,71,7,6,Hot
2023,5,Gadchiroli,31,95,6,5,Hot
2023,5,Gondia,20,66,9,5,Hot
2023,5,Hingoli,23,90,7,10,Hot
2023,5,Jalgaon,22,51,3,3,Hot
2023,5,Jalna,32,51,10,8,Hot
2023,5,Kolhapur,35,88,9,10,Hot
2023,5,Latur,38,81,4,9,Hot
2023,5,Mumbai City,36,84,3,12,Hot
2023,5,Mumbai Suburban,22,41,6,2,Hot
2023,5,Nagpur,36,64,2,2,Hot
2023,5,Nanded,30,89,2,11,Hot
2023,5,Nandurbar,20,66,9,12,Hot
2023,5,Nashik,34,41,2,11,Hot
2023,5,Osmanabad,21,54,6,9,Hot
2023,5,Palghar,33,67,8,4,Hot
2023,5,Parbhani,36,76,0,11,Hot
2023,5,Pune,24,72,9,4,Hot
2023,5,Raigad,35,70,6,8,Hot
2023,5,Ratnagiri,34,87,3,3,Hot
2023,5,Sangli,24,87,8,6,Hot
2023,5,Satara,37,80,2,9,Hot
2023,5,Sindhudurg,23,79,10,11,Hot
2023,5,Solapur,23,43,4,5,Hot
2023,5,Thane,20,40,3,4,Hot
2023,5,Wardha,30,73,0,11,Hot
2023,5,Washim,37,57,10,9,Hot
2023,5,Yavatmal,21,90,10,8,Hot
2023,6,Ahmednagar,32,94,195,4,Rain
2023,6,Akola,26,52,226,12,Rain
2023,6,Amravati,21,62,117,6,Rain
2023,6,Aurangabad,33,48,325,4,Rain
2023,6,Beed,22,54,166,11,Rain
2023,6,Bhandara,38,53,239,10,Rain
2023,6,Buldhana,31,85,339,7,Rain
2023,6,Chandrapur,20,54,225,9,Rain
2023,6,Dhule,28,91,217,9,Rain
2023,6,Gadchiroli,24,88,344,2,Rain
2023,6,Gondia,20,46,216,12,Rain
2023,6,Hingoli,35,69,193,8,Rain
2023,6,Jalgaon,33,44,171,3,Rain
2023,6,Jalna,22,58,308,4,Rain
2023,6,Kolhapur,23,95,255,9,Rain
2023,6,Latur,34,85,210,12,Rain
2023,6,Mumbai City,25,74,200,10,Rain
2023,6,Mumbai Suburban,26,83,323,11,Rain
2023,6,Nagpur,20,82,108,12,Rain
2023,6,Nanded,27,55,376,6,Rain
2023,6,Nandurbar,29,80,293,5,Rain
2023,6,Nashik,34,61,340,7,Rain
2023,6,Osmanabad,21,43,314,6,Rain
2023,6,Palghar,21,84,131,8,Rain
2023,6,Parbhani,33,69,322,7,Rain
2023,6,Pune,30,78,164,12,Rain
2023,6,Raigad,27,59,197,5,Rain
2023,6,Ratnagiri,28,92,169,8,Rain
2023,6,Sangli,31,70,252,8,Rain
2023,6,Satara,37,89,249,11,Rain
2023,6,Sindhudurg,36,64,391,7,Rain
2023,6,Solapur,21,56,370,3,Rain
2023,6,Thane,24,92,211,3,Rain
2023,6,Wardha,32,48,311,7,Rain
2023,6,Washim,24,63,138,10,Rain
2023,6,Yavatmal,20,72,156,4,Rain
2023,7,Ahmednagar,26,91,280,6,Rain
2023,7,Akola,24,48,226,12,Rain
2023,7,Amravati,22,47,107,8,Rain
2023,7,Aurangabad,37,83,377,3,Rain
2023,7,Beed,36,54,366,3,Rain
2023,7,Bhandara,33,69,253,8,Rain
2023,7,Buldhana,34,56,380,12,Rain
2023,7,Chandrapur,21,57,310,6,Rain
2023,7,Dhule,35,47,265,4,Rain
2023,7,Gadchiroli,29,41,105,12,Rain
2023,7,Gondia,27,51,196,3,Rain
2023,7,Hingoli,26,46,308,8,Rain
2023,7,Jalgaon,30,58,282,6,Rain
2023,7,Jalna,24,70,392,12,Rain
2023,7,Kolhapur,38,63,382,7,Rain
2023,7,Latur,25,90,267,8,Rain
2023,7,Mumbai City,28,46,368,12,Rain
2023,7,Mumbai Suburban,28,58,295,11,Rain
2023,7,Nagpur,28,49,245,6,Rain
2023,7,Nanded,24,66,269,3,Rain
2023,7,Nandurbar,21,83,147,3,Rain
2023,7,Nashik,22,50,175,4,Rain
2023,7,Osmanabad,30,65,209,2,Rain
2023,7,Palghar,31,73,106,3,Rain
2023,7,Parbhani,27,73,160,9,Rain
2023,7,Pune,26,56,322,4,Rain
2023,7,Raigad,36,48,260,11,Rain
2023,7,Ratnagiri,34,89,364,10,Rain
2023,7,Sangli,30,61,244,7,Rain
2023,7,Satara,32,71,369,3,Rain
2023,7,Sindhudurg,20,80,157,8,Rain
2023,7,Solapur,30,59,114,7,Rain
2023,7,Thane,21,65,367,11,Rain
2023,7,Wardha,29,79,302,11,Rain
2023,7,Washim,21,45,254,5,Rain
2023,7,Yavatmal,33,82,363,12,Rain
2023,8,Ahmednagar,37,79,376,12,Rain
2023,8,Akola,21,90,316,12,Rain
2023,8,Amravati,34,75,170,10,Rain
2023,8,Aurangabad,21,62,386,3,Rain
2023,8,Beed,37,43,274,2,Rain
2023,8,Bhandara,29,56,205,7,Rain
2023,8,Buldhana,21,90,278,8,Rain
2023,8,Chandrapur,29,85,157,9,Rain
2023,8,Dhule,37,88,160,6,Rain
2023,8,Gadchiroli,33,59,338,5,Rain
2023,8,Gondia,26,79,117,11,Rain
2023,8,Hingoli,20,62,221,12,Rain
2023,8,Jalgaon,27,78,322,8,Rain
2023,8,Jalna,22,81,225,9,Rain
2023,8,Kolhapur,36,81,137,7,Rain
2023,8,Latur,34,40,104,3,Rain
2023,8,Mumbai City,30,64,201,2,Rain
2023,8,Mumbai Suburban,33,41,394,8,Rain
2023,8,Nagpur,22,91,160,9,Rain
2023,8,Nanded,24,91,365,8,Rain
2023,8,Nandurbar,36,40,204,4,Rain
2023,8,Nashik,21,55,119,6,Rain
2023,8,Osmanabad,35,80,272,3,Rain
2023,8,Palghar,25,75,105,10,Rain
2023,8,Parbhani,28,68,100,6,Rain
2023,8,Pune,23,94,146,11,Rain
2023,8,Raigad,22,82,344,10,Rain
2023,8,Ratnagiri,27,84,305,2,Rain
2023,8,Sangli,32,48,162,10,Rain
2023,8,Satara,21,70,141,12,Rain
2023,8,Sindhudurg,26,61,301,10,Rain
2023,8,Solapur,37,77,237,11,Rain
2023,8,Thane,24,77,175,9,Rain
2023,8,Wardha,36,74,350,5,Rain
2023,8,Washim,37,84,109,3,Rain
2023,8,Yavatmal,21,63,179,10,Rain
2023,9,Ahmednagar,24,56,286,9,Rain
2023,9,Akola,26,82,306,6,Rain
2023,9,Amravati,36,82,243,4,Rain
2023,9,Aurangabad,34,75,264,4,Rain
2023,9,Beed,23,78,285,7,Rain
2023,9,Bhandara,25,80,262,9,Rain
2023,9,Buldhana,22,47,286,8,Rain
2023,9,Chandrapur,26,41,202,9,Rain
2023,9,Dhule,26,72,205,9,Rain
2023,9,Gadchiroli,27,51,250,2,Rain
2023,9,Gondia,27,76,155,9,Rain
2023,9,Hingoli,38,89,386,8,Rain
2023,9,Jalgaon,37,48,131,9,Rain
2023,9,Jalna,32,62,118,10,Rain
2023,9,Kolhapur,23,88,158,12,Rain
2023,9,Latur,33,78,140,7,Rain
2023,9,Mumbai City,33,47,232,11,Rain
2023,9,Mumbai Suburban,33,72,376,8,Rain
2023,9,Nagpur,38,82,271,7,Rain
2023,9,Nanded,22,90,335,7,Rain
2023,9,Nandurbar,33,92,172,10,Rain
2023,9,Nashik,28,95,252,12,Rain
2023,9,Osmanabad,23,71,122,10,Rain
2023,9,Palghar,23,91,143,7,Rain
2023,9,Parbhani,21,92,272,3,Rain
2023,9,Pune,27,68,396,6,Rain
2023,9,Raigad,32,56,366,12,Rain
2023,9,Ratnagiri,22,61,359,8,Rain
2023,9,Sangli,28,48,379,5,Rain
2023,9,Satara,28,61,341,5,Rain
2023,9,Sindhudurg,21,77,282,7,Rain
2023,9,Solapur,32,48,126,2,Rain
2023,9,Thane,32,58,327,5,Rain
2023,9,Wardha,36,95,247,7,Rain
2023,9,Washim,35,91,240,3,Rain
2023,9,Yavatmal,24,66,246,7,Rain
2023,10,Ahmednagar,32,51,6,11,Cloudy
2023,10,Akola,38,62,2,2,Cloudy
2023,10,Amravati,29,85,11,3,Cloudy
2023,10,Aurangabad,38,70,10,4,Cloudy
2023,10,Beed,38,52,6,7,Cloudy
2023,10,Bhandara,23,80,5,8,Cloudy
2023,10,Buldhana,36,95,19,7,Cloudy
2023,10,Chandrapur,26,82,4,7,Cloudy
2023,10,Dhule,33,46,18,5,Cloudy
2023,10,Gadchiroli,24,92,1,11,Cloudy
2023,10,Gondia,27,54,1,9,Cloudy
2023,10,Hingoli,27,60,6,7,Cloudy
2023,10,Jalgaon,20,74,10,5,Cloudy
2023,10,Jalna,31,51,9,12,Cloudy
2023,10,Kolhapur,20,52,5,3,Cloudy
2023,10,Latur,22,40,11,2,Cloudy
2023,10,Mumbai City,34,64,9,4,Cloudy
2023,10,Mumbai Suburban,30,87,20,6,Cloudy
2023,10,Nagpur,29,87,12,5,Cloudy
2023,10,Nanded,22,88,2,7,Cloudy
2023,10,Nandurbar,24,61,11,8,Cloudy
2023,10,Nashik,30,82,19,11,Cloudy
2023,10,Osmanabad,21,65,19,6,Cloudy
2023,10,Palghar,29,83,6,8,Cloudy
2023,10,Parbhani,24,78,6,12,Cloudy
2023,10,Pune,31,46,20,7,Cloudy
2023,10,Raigad,24,50,15,7,Cloudy
2023,10,Ratnagiri,23,74,1,3,Cloudy
2023,10,Sangli,28,90,12,10,Cloudy
2023,10,Satara,28,70,15,9,Cloudy
2023,10,Sindhudurg,28,51,16,7,Cloudy
2023,10,Solapur,33,92,7,7,Cloudy
2023,10,Thane,32,74,9,7,Cloudy
2023,10,Wardha,27,66,16,6,Cloudy
2023,10,Washim,25,80,5,11,Cloudy
2023,10,Yavatmal,23,49,17,9,Cloudy
2023,11,Ahmednagar,28,52,16,3,Cloudy
2023,11,Akola,21,77,13,3,Cloudy
2023,11,Amravati,27,69,0,6,Cloudy
2023,11,Aurangabad,38,43,6,3,Cloudy
2023,11,Beed,20,64,16,7,Cloudy
2023,11,Bhandara,36,72,13,11,Cloudy
2023,11,Buldhana,28,51,2,3,Cloudy
2023,11,Chandrapur,26,72,3,7,Cloudy
2023,11,Dhule,27,66,11,5,Cloudy
2023,11,Gadchiroli,22,82,2,2,Cloudy
2023,11,Gondia,37,93,4,6,Cloudy
2023,11,Hingoli,38,45,16,12,Cloudy
2023,11,Jalgaon,24,61,15,2,Cloudy
2023,11,Jalna,36,91,11,11,Cloudy
2023,11,Kolhapur,37,72,16,7,Cloudy
2023,11,Latur,24,72,6,7,Cloudy
2023,11,Mumbai City,21,91,1,12,Cloudy
2023,11,Mumbai Suburban,25,82,6,9,Cloudy
2023,11,Nagpur,35,67,5,12,Cloudy
2023,11,Nanded,25,40,0,12,Cloudy
2023,11,Nandurbar,25,47,10,12,Cloudy
2023,11,Nashik,21,66,13,12,Cloudy
2023,11,Osmanabad,22,79,20,6,Cloudy
2023,11,Palghar,27,69,11,4,Cloudy
2023,11,Parbhani,23,48,8,3,Cloudy
2023,11,Pune,30,58,9,7,Cloudy
2023,11,Raigad,25,58,6,8,Cloudy
2023,11,Ratnagiri,20,82,11,2,Cloudy
2023,11,Sangli,29,45,7,8,Cloudy
2023,11,Satara,27,61,13,5,Cloudy
2023,11,Sindhudurg,22,49,18,5,Cloudy
2023,11,Solapur,32,92,15,12,Cloudy
2023,11,Thane,22,89,8,11,Cloudy
2023,11,Wardha,20,73,4,7,Cloudy
2023,11,Washim,29,46,17,6,Cloudy
2023,11,Yavatmal,22,61,14,3,Cloudy
2023,12,Ahmednagar,34,46,0,4,Cloudy
2023,12,Akola,37,87,10,3,Cloudy
2023,12,Amravati,36,72,3,10,Cloudy
2023,12,Aurangabad,29,53,17,8,Cloudy
2023,12,Beed,27,86,4,11,Cloudy
2023,12,Bhandara,21,44,8,9,Cloudy
2023,12,Buldhana,27,48,4,6,Cloudy
2023,12,Chandrapur,37,53,9,12,Cloudy
2023,12,Dhule,21,42,19,11,Cloudy
2023,12,Gadchiroli,21,67,10,12,Cloudy
2023,12,Gondia,24,50,15,2,Cloudy
2023,12,Hingoli,26,79,15,9,Cloudy
2023,12,Jalgaon,33,83,10,2,Cloudy
2023,12,Jalna,35,88,6,5,Cloudy
2023,12,Kolhapur,20,74,16,6,Cloudy
2023,12,Latur,30,69,20,7,Cloudy
2023,12,Mumbai City,36,60,9,5,Cloudy
2023,12,Mumbai Suburban,31,55,12,5,Cloudy
2023,12,Nagpur,28,40,11,8,Cloudy
2023,12,Nanded,22,79,13,7,Cloudy
2023,12,Nandurbar,28,67,4,10,Cloudy
2023,12,Nashik,31,61,11,2,Cloudy
2023,12,Osmanabad,33,85,20,3,Cloudy
2023,12,Palghar,24,48,3,6,Cloudy
2023,12,Parbhani,27,74,2,2,Cloudy
2023,12,Pune,37,59,18,3,Cloudy
2023,12,Raigad,33,83,4,8,Cloudy
2023,12,Ratnagiri,34,66,13,11,Cloudy
2023,12,Sangli,22,43,20,3,Cloudy
2023,12,Satara,34,71,5,8,Cloudy
2023,12,Sindhudurg,20,84,16,11,Cloudy
2023,12,Solapur,35,90,17,3,Cloudy
2023,12,Thane,24,67,5,9,Cloudy
2023,12,Wardha,26,74,13,7,Cloudy
2023,12,Washim,28,73,5,2,Cloudy
2023,12,Yavatmal,20,65,14,2,Cloudy
2024,1,Ahmednagar,28,80,16,12,Cloudy
2024,1,Akola,26,43,12,9,Cloudy
2024,1,Amravati,37,51,8,10,Cloudy
2024,1,Aurangabad,38,50,15,6,Cloudy
2024,1,Beed,22,79,8,2,Cloudy
2024,1,Bhandara,26,68,9,7,Cloudy
2024,1,Buldhana,29,44,3,4,Cloudy
2024,1,Chandrapur,35,91,4,9,Cloudy
2024,1,Dhule,23,90,9,11,Cloudy
2024,1,Gadchiroli,36,75,10,12,Cloudy
2024,1,Gondia,30,64,12,12,Cloudy
2024,1,Hingoli,20,93,0,4,Cloudy
2024,1,Jalgaon,21,46,20,8,Cloudy
2024,1,Jalna,23,52,11,5,Cloudy
2024,1,Kolhapur,32,60,11,6,Cloudy
2024,1,Latur,34,43,20,12,Cloudy
2024,1,Mumbai City,26,84,15,12,Cloudy
2024,1,Mumbai Suburban,29,60,20,10,Cloudy
2024,1,Nagpur,34,77,7,10,Cloudy
2024,1,Nanded,38,72,18,4,Cloudy
2024,1,Nandurbar,22,92,7,6,Cloudy
2024,1,Nashik,28,79,4,2,Cloudy
2024,1,Osmanabad,37,45,12,12,Cloudy
2024,1,Palghar,32,85,14,5,Cloudy
2024,1,Parbhani,20,51,14,7,Cloudy
2024,1,Pune,36,73,2,10,Cloudy
2024,1,Raigad,24,70,1,6,Cloudy
2024,1,Ratnagiri,23,52,13,2,Cloudy
2024,1,Sangli,24,87,16,10,Cloudy
2024,1,Satara,24,66,3,9,Cloudy
2024,1,Sindhudurg,25,44,1,9,Cloudy
2024,1,Solapur,29,59,17,2,Cloudy
2024,1,Thane,20,60,12,9,Cloudy
2024,1,Wardha,36,69,5,7,Cloudy
2024,1,Washim,22,87,1,3,Cloudy
2024,1,Yavatmal,27,58,16,9,Cloudy
